type	subtype	name	evidence	symbol	source	cnt
beta-lactam	blaCAU	CAU/MBL1b family subclass B3 metallo-beta-lactamase	NF000427.2	blaCAU	NA	45
beta-lactam	blaCBP	CBP family penicillin-hydrolyzing class A beta-lactamase	NF000517.2	blaCBP	NA	6
beta-lactam	blaCDD	CDD family class D beta-lactamase	NF033866.1	blaCDD	NA	61
beta-lactam	blaCHM	CHM family subclass B1 metallo-beta-lactamase	NF041758.1	blaCHM	NA	114
beta-lactam	blaCIA	CIA family extended-spectrum class A beta-lactamase	NF000446.2	blaCIA	NA	3
beta-lactam	blaCIM	CIM family subclass B1 metallo-beta-lactamase	NF041441.1	blaCIM	NA	5
beta-lactam	blaCMA/CSA	CMA family class C beta-lactamase	NF033700.1	blaCMA	NA	19
beta-lactam	blaCMA/CSA	CSA family class C beta-lactamase	NF033698.1	blaCSA	NA	62
beta-lactam	blaCME	CME family extended-spectrum class A beta-lactamase	NF000511.2	blaCME	NA	52
beta-lactam	blaCMH	CMH family class C beta-lactamase	NF000419.2	blaCMH	NA	88
beta-lactam	blaCMY	CMY-2 family class C beta-lactamase	NF000191.1	blaCMY	NA	339
beta-lactam	blaCPS	CPS family subclass B3 metallo-beta-lactamase	NF000454.2	blaCPS	NA	27
beta-lactam	blaCRH	CRH family carbapenem-hydrolyzing class A beta-lactamase	NF033211.1	blaCRH	NA	15
beta-lactam	blaCRP	CRP family carbapenem-hydrolyzing class A beta-lactamase	NF040548.1	blaCRP	NA	6
beta-lactam	blaCSR	CSR family subclass B3 metallo-beta-lactamase-like protein	NF047339.1	blaCSR	NA	111
beta-lactam	blaCTX-M	CTX-M family extended-spectrum class A beta-lactamase	NF033089.1	blaCTX-M	NA	124
beta-lactam	blaCVI	CVI family subclass B2 metallo-beta-lactamase	NF038046.1	blaCVI	NA	6
beta-lactam	blaDHA	DHA family class C beta-lactamase	NF012102.1	blaDHA	NA	84
beta-lactam	blaDIM	DIM family subclass B1 metallo-beta-lactamase	NF000445.2	blaDIM	NA	1
beta-lactam	blaDIM	DIM/SIM/IMP family subclass B1 metallo-beta-lactamase	NF012145.1	blaDIM	NA	54
beta-lactam	blaDYB	DYB family subclass B1 metallo-beta-lactamase	NF045731.1	blaDYB	NA	5
beta-lactam	blaEAM	EAM family subclass B3 metallo-beta-lactamase	NF040470.1	blaEAM	NA	4
beta-lactam	blaEBR	EBR family subclass B1 metallo-beta-lactamase	NF000444.3	blaEBR	NA	29
beta-lactam	blaEC	BlaEC family class C beta-lactamase	NF000185.2	NA	NA	1083
beta-lactam	blaECM	ECM family subclass B3 metallo-beta-lactamase	NF040468.1	blaECM	NA	8
beta-lactam	blaEFM	EFM family subclass B3 metallo-beta-lactamase	NF040469.1	blaEFM	NA	10
beta-lactam	blaESP	ESP-1 family subclass B3 metallo-beta-lactamase	NF000455.2	blaESP	NA	8
beta-lactam	blaEXO	Exo family class A beta-lactamase	NF033099.1	bla2a	NA	73
beta-lactam	blaFEZ	FEZ family subclass B3 metallo-beta-lactamase	NF000216.2	blaFEZ	NA	7
beta-lactam	blaFONA	FONA family class A beta-lactamase	NF000323.2	blaFONA	NA	32
beta-lactam	blaFOX	FOX family cephalosporin-hydrolyzing class C beta-lactamase	NF000399.2	blaFOX	NA	20
beta-lactam	blaFRI	FRI family carbapenem-hydrolyzing class A beta-lactamase	NF000428.4	blaFRI	NA	1
beta-lactam	blaFTU	FTU family class A beta-lactamase	NF000513.2	blaFTU	NA	15
beta-lactam	blaGES	GES family class A beta-lactamase	NF012103.0	blaGES	NA	9
beta-lactam	blaGIL	GIL family class A beta-lactamase	NF000505.2	blaGIL	NA	23
beta-lactam	blaGMA	GMA family class A beta-lactamase	NF040812.1	blaGMA	NA	1
beta-lactam	blaGOB	GOB family subclass B3 metallo-beta-lactamase	NF012101.1	blaGOB	NA	16
beta-lactam	blaHBL	HBL family class A beta-lactamase	NF040780.1	blaHBL	NA	4
beta-lactam	blaHER	HER family class A beta-lactamase	NF040940.1	blaHER	NA	27
beta-lactam	blaHMB	HMB family subclass B1 metallo-beta-lactamase	NF041161.1	blaHMB	NA	1
beta-lactam	blaIDC	IDC family class C beta-lactamase	NF038069.1	blaIDC	NA	1
beta-lactam	blaIMI	IMI family carbapenem-hydrolyzing class A beta-lactamase	NF000400.3	blaIMI	NA	1
beta-lactam	blaIMP	IMP family subclass B1 metallo-beta-lactamase	NF012147.1	blaIMP	NA	11
beta-lactam	blaIND	IND family subclass B1 metallo-beta-lactamase	NF012149.0	blaIND	NA	143
beta-lactam	blaKHM	KHM family subclass B1 metallo-beta-lactamase	NF041632.1	blaKHM	NA	8
beta-lactam	blaKLUC	KLUC family extended-spectrum class A beta-lactamase	NF000452.2	blaKLUC	NA	2
beta-lactam	blaKPC	KPC family carbapenem-hydrolyzing class A beta-lactamase	NF012141.0	blaKPC	NA	28
beta-lactam	blaL	BlaL family class A beta-lactamase	NF033101.0	NA	NA	3
beta-lactam	blaL1	L1 family subclass B3 metallo-beta-lactamase	NF033106.1	blaL1	NA	313
beta-lactam	blaL2	L2 family extended-spectrum class A beta-lactamase	NF000232.1	blaL2	NA	392
beta-lactam	blaLAP	LAP family class A beta-lactamase	NF000383.2	blaLAP	NA	14
beta-lactam	blaLAQ	LAQ family class C beta-lactamase	NF040478.1	blaLAQ	NA	18
beta-lactam	blaLEN	LEN family class A beta-lactamase	NF000233.2	blaLEN	NA	89
beta-lactam	blaLHK	LHK family class C beta-lactamase	NF033569.1	blaLHK	NA	20
beta-lactam	blaLUT	LUT family class A beta-lactamase	NF000324.2	blaLUT	NA	8
beta-lactam	blaMAB	MAB family class A beta-lactamase	NF041113.1	blaMAB	NA	78
beta-lactam	blaMCA	MCA family class C beta-lactamase	NF033406.1	blaMCA	NA	16
beta-lactam	blaMIR	MIR family cephalosporin-hydrolyzing class C beta-lactamase	NF000187.3	blaMIR	NA	57
beta-lactam	blaMOX	CMY-1/MOX family class C beta-lactamase	NF000239.3	blaMOX	NA	154
beta-lactam	blaMUN	MUN family extended-spectrum class A beta-lactamase	NF045651.1	blaMUN	NA	3
beta-lactam	blaMUS	MUS family subclass B1 metallo-beta-lactamase	NF000441.2	blaMUS	NA	11
beta-lactam	blaNDM	NDM family subclass B1 metallo-beta-lactamase	NF000259.2	blaNDM	NA	25
beta-lactam	blaOCH	OCH family extended-spectrum class C beta-lactamase	NF000264.2	blaOCH	NA	60
beta-lactam	blaOKP	OKP family broad-spectrum class A beta-lactamase	NF000265.2	blaOKP	NA	150
beta-lactam	blaORN	ORN family class A beta-lactamase	NF038401.1	blaORN	NA	13
beta-lactam	blaOXA	OXA-1 family class D beta-lactamase	NF000388.2	blaOXA	NA	90
beta-lactam	blaOXA	OXA-10 family class D beta-lactamase	NF000386.2	blaOXA	NA	30
beta-lactam	blaOXA	OXA-1036 family carbapenem-hydrolyzing class D beta-lactamase	NF040529.1	blaOXA	NA	8
beta-lactam	blaOXA	OXA-1043 family class D beta-lactamase	NF040600.1	blaOXA	NA	517
beta-lactam	blaOXA	OXA-1090 family carbapenem-hydrolyzing class D beta-lactamase	NF040784.1	blaOXA	NA	57
beta-lactam	blaOXA	OXA-1091 family oxacillin-hydrolyzing class D beta-lactamase	NF040803.1	blaOXA	NA	33
beta-lactam	blaOXA	OXA-114 family class D beta-lactamase	NF033818.0	blaOXA	NA	18
beta-lactam	blaOXA	OXA-12 family class D beta-lactamase	NF033702.0	blaOXA	NA	333
beta-lactam	blaOXA	OXA-1238 family class D beta-lactamase	NF045807.1	blaOXA	NA	2
beta-lactam	blaOXA	OXA-1258 family class D beta-lactamase	NF047460.1	blaOXA	NA	9
beta-lactam	blaOXA	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase	NF000436.2	blaOXA	NA	42
beta-lactam	blaOXA	OXA-143 family carbapenem-hydrolyzing class D beta-lactamase	NF000464.2	blaOXA	NA	4
beta-lactam	blaOXA	OXA-184 family class D beta-lactamase	NF000461.2	blaOXA	NA	52
beta-lactam	blaOXA	OXA-198 family carbapenem-hydrolyzing class D beta-lactamase	NF040806.1	blaOXA	NA	3
beta-lactam	blaOXA	OXA-2 family class D beta-lactamase	NF000267.2	blaOXA	NA	13
beta-lactam	blaOXA	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase	NF000417.2	blaOXA	NA	49
beta-lactam	blaOXA	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase	NF000269.2	blaOXA	NA	158
beta-lactam	blaOXA	OXA-214 family carbapenem-hydrolyzing class D beta-lactamase	NF000418.2	blaOXA	NA	7
beta-lactam	blaOXA	OXA-22 family class D beta-lactamase	NF033509.1	blaOXA	NA	47
beta-lactam	blaOXA	OXA-229 family carbapenem-hydrolyzing class D beta-lactamase	NF000501.2	blaOXA	NA	24
beta-lactam	blaOXA	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase	NF000266.2	blaOXA	NA	31
beta-lactam	blaOXA	OXA-24 family carbapenem-hydrolyzing class D beta-lactamase	NF000434.2	blaOXA	NA	5
beta-lactam	blaOXA	OXA-258 family class D beta-lactamase	NF045795.1	blaOXA	NA	7
beta-lactam	blaOXA	OXA-266 family class D beta-lactamase	NF033653.1	blaOXA	NA	10
beta-lactam	blaOXA	OXA-274 family carbapenem-hydrolyzing class D beta-lactamase	NF033648.1	blaOXA	NA	12
beta-lactam	blaOXA	OXA-286 family carbapenem-hydrolyzing class D beta-lactamase	NF000520.2	blaOXA	NA	28
beta-lactam	blaOXA	OXA-294 family class D beta-lactamase	NF038386.1	blaOXA	NA	21
beta-lactam	blaOXA	OXA-364 family class D beta-lactamase	NF033815.0	blaOXA	NA	9
beta-lactam	blaOXA	OXA-42 family class D beta-lactamase	NF040531.1	blaOXA	NA	40
beta-lactam	blaOXA	OXA-427 family carbapenem-hydrolyzing class D beta-lactamase	NF038217.2	blaOXA	NA	10
beta-lactam	blaOXA	OXA-46 family oxacillin-hydrolyzing class D beta-lactamase	NF033104.0	blaOXA	NA	2
beta-lactam	blaOXA	OXA-48 family class D beta-lactamase	NF000387.2	blaOXA	NA	42
beta-lactam	blaOXA	OXA-493 family class D beta-lactamase	NF000462.2	blaOXA	NA	83
beta-lactam	blaOXA	OXA-5 family class D beta-lactamase	NF040527.2	blaOXA	NA	5
beta-lactam	blaOXA	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	NF000432.2	blaOXA	NA	121
beta-lactam	blaOXA	OXA-50-var family class D beta-lactamase	NF047495.1	blaOXA	NA	8
beta-lactam	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase	NF000268.2	blaOXA	NA	103
beta-lactam	blaOXA	OXA-548 family class D beta-lactamase	NF040530.1	blaOXA	NA	39
beta-lactam	blaOXA	OXA-55 family carbapenem-hydrolyzing class D beta-lactamase	NF033667.1	blaOXA	NA	62
beta-lactam	blaOXA	OXA-576 family class D beta-lactamase	NF033613.1	blaOXA	NA	1
beta-lactam	blaOXA	OXA-58 family carbapenem-hydrolyzing class D beta-lactamase	NF000500.2	blaOXA	NA	4
beta-lactam	blaOXA	OXA-60 family carbapenem-hydrolyzing class D beta-lactamase	NF000395.3	blaOXA	NA	43
beta-lactam	blaOXA	OXA-61 family class D beta-lactamase	NF000435.2	blaOXA	NA	40
beta-lactam	blaOXA	OXA-62 family carbapenem-hydrolyzing class D beta-lactamase	NF000430.2	blaOXA	NA	39
beta-lactam	blaOXA	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase	NF000429.2	blaOXA	NA	3
beta-lactam	blaOXA	OXA-679 family carbapenem-hydrolyzing class D beta-lactamase	NF038333.1	blaOXA	NA	2
beta-lactam	blaOXA	OXA-727 family class D beta-lactamase	NF033666.1	blaOXA	NA	2
beta-lactam	blaOXA	OXA-732 family class D beta-lactamase	NF040805.1	blaOXA	NA	1
beta-lactam	blaOXA	OXA-837 family class D beta-lactamase	NF042983.1	blaOXA	NA	15
beta-lactam	blaOXA	OXA-85 family oxacillin-hydrolyzing class D beta-lactamase	NF000502.2	blaOXA	NA	1
beta-lactam	blaOXA	OXA-9 family oxacillin-hydrolyzing class D beta-lactamase	NF040532.1	blaOXA	NA	7
beta-lactam	blaOXA	OXA-919 family class D beta-lactamase	NF038183.1	blaOXA	NA	17
beta-lactam	blaOXY	OXY family extended-spectrum class A beta-lactamase	NF000271.2	blaOXY	NA	51
beta-lactam	blaP	class A beta-lactamase BlaP	NF012156.1	blaP	NA	46
beta-lactam	blaPAC	PAC family class C beta-lactamase	NF033159.0	blaPAC	NA	2
beta-lactam	blaPAD	PAD family carbapenem-hydrolyzing class A beta-lactamase	NF040472.1	blaPAD	NA	3
beta-lactam	blaPAM	PAM family subclass B3 metallo-beta-lactamase	NF040644.1	blaPAM	NA	8
beta-lactam	blaPAU	PAU family class A beta-lactamase	NF033867.1	blaPAU	NA	1
beta-lactam	blaPDC	PDC family class C beta-lactamase	NF000422.6	blaPDC	NA	167
beta-lactam	blaPDC	PDC variant family class C beta-lactamase	NF000519.2	blaPDC	NA	3
beta-lactam	blaPEDO	PEDO-1 family subclass B3 metallo-beta-lactamase	NF000457.2	blaB3PEDO	NA	5
beta-lactam	blaPEDO	PEDO-2 family subclass B3 metallo-beta-lactamase	NF000458.2	blaB3PEDO	NA	14
beta-lactam	blaPEDO	PEDO-3 family subclass B1 metallo-beta-lactamase	NF000453.2	blaB1PEDO	NA	13
beta-lactam	blaPEN	PEN family class A beta-lactamase, Bcc-type	NF000320.3	blaPEN-bcc	NA	578
beta-lactam	blaPEN	PEN family class A beta-lactamase, Bpc-type	NF000321.3	blaPEN-bpc	NA	57
beta-lactam	blaPEN	PEN-A family class A beta-lactamase	NF041143.1	blaPEN-A	NA	89
beta-lactam	blaPEN	PEN-B family class A beta-lactamase	NF041138.1	blaPEN-B	NA	126
beta-lactam	blaPEN	PEN-N family class A beta-lactamase	NF041253.1	blaPEN-N	NA	65
beta-lactam	blaPER	PER family extended-spectrum class A beta-lactamase	NF000389.2	blaPER	NA	15
beta-lactam	blaPFM	PFM family subclass B2 metallo-beta-lactamase	NF038003.1	blaPFM	NA	7
beta-lactam	blaPJM	PJM family subclass B3 metallo-beta-lactamase	NF040874.1	blaPJM	NA	1
beta-lactam	blaPLA	PLA family class A beta-lactamase	NF038398.1	blaPLA	NA	10
beta-lactam	blaPME	PME family extended-spectrum class A beta-lactamase	NF000414.2	blaPME	NA	1
beta-lactam	blaPNC	PNC family class C beta-lactamase	NF045671.1	blaPNC	NA	59
beta-lactam	blaPOM	POM family subclass B3 metallo-beta-lactamase	NF000438.2	blaPOM	NA	13
beta-lactam	blaPRC	PRC family class C beta-lactamase	NF038359.1	blaPRC	NA	36
beta-lactam	blaPSE	PSE family carbenicillin-hydrolyzing class A beta-lactamase	NF000480.2	blaPSE	NA	38
beta-lactam	blaPST	PST family subclass B1 metallo-beta-lactamase	NF033584.1	blaPST	NA	51
beta-lactam	blaPSV	PSV family class A beta-lactamase	NF033174.0	blaPSV	NA	17
beta-lactam	blaPSZ	PSZ family class C beta-lactamase	NF041665.1	blaPSZ	NA	29
beta-lactam	blaRAA	RAA family extended-spectrum beta-lactamase	NF040467.1	blaRAA	NA	3
beta-lactam	blaRAD	RAD family carbapenem-hydrolyzing class D beta-lactamase	NF041187.1	blaRAD	NA	3
beta-lactam	blaRAHN	RAHN family extended-spectrum class A beta-lactamase	NF040934.1	blaRAHN	NA	23
beta-lactam	blaRASA	RASA family extended-spectrum class A beta-lactamase	NF040609.1	blaRASA	NA	2
beta-lactam	blaRATA	RATA family class A beta-lactamase	NF041445.1	blaRATA	NA	8
beta-lactam	blaRCP	RCP family class A beta-lactamase	NF033466.0	blaRCP	NA	8
beta-lactam	blaRHO	RHO family class C beta-lactamase	NF033575.1	blaRHO	NA	9
beta-lactam	blaROB	ROB family class A beta-lactamase	NF033568.1	blaROB	NA	9
beta-lactam	blaRTG	RTG family carbenicillin-hydrolyzing class A beta-lactamase	NF000284.1	blaRTG	NA	9
beta-lactam	blaRUB	RUB family broad-spectrum class A beta-lactamase	NF033204.1	blaRUB	NA	2
beta-lactam	blaSCO	SCO family class A beta-lactamase	NF000327.2	blaSCO	NA	3
beta-lactam	blaSED	SED family class A beta-lactamase	NF000328.2	blaSED	NA	51
beta-lactam	blaSFDC	SFDC family class C beta-lactamase	NF038366.1	blaSFDC	NA	54
beta-lactam	blaSGM	SGM family class A beta-lactamase	NF000512.2	blaSGM	NA	134
beta-lactam	blaSHV	SHV family class A beta-lactamase	NF000285.3	blaSHV	NA	254
beta-lactam	blaSHV	SHV/LEN/OKP family class A beta-lactamase	NF012143.0	blaSHV	NA	16
beta-lactam	blaSMB	SMB-1 family subclass B3 metallo-beta-lactamase	NF000287.1	blaSMB	NA	10
beta-lactam	blaSPM	SPM family subclass B1 metallo-beta-lactamase	NF012150.3	blaSPM	NA	1
beta-lactam	blaSPR	SPR family subclass B3 metallo-beta-lactamase	NF041137.2	blaSPR	NA	94
beta-lactam	blaSRT	SRT/SST family class C beta-lactamase	NF000423.2	blaSRT	NA	176
beta-lactam	blaTEM	TEM family class A beta-lactamase	NF000531.2	blaTEM	NA	221
beta-lactam	blaTER	TER family class A beta-lactamase	NF038400.1	blaTER	NA	27
beta-lactam	blaTHIN	THIN family subclass B3 metallo-beta-lactamase	NF000440.2	blaTHIN	NA	1
beta-lactam	blaTLA	TLA family extended-spectrum class A beta-lactamase	NF000298.2	blaTLA	NA	2
beta-lactam	blaTTU	TTU family subclass B1 metallo-beta-lactamase	NF033585.1	blaTTU	NA	7
beta-lactam	blaTUS	TUS family subclass B1 metallo-beta-lactamase	NF000442.2	blaTUS	NA	4
beta-lactam	blaVCC	VCC family carbapenem-hydrolyzing class A beta-lactamase	NF000518.2	blaVCC	NA	1
beta-lactam	blaVEB	VEB family extended-spectrum class A beta-lactamase	NF000390.2	blaVEB	NA	15
beta-lactam	blaVIM	VIM family subclass B1 metallo-beta-lactamase	NF012100.0	blaVIM	NA	11
beta-lactam	blaVMB	VMB family subclass B1 metallo-beta-lactamase	NF038184.1	blaVMB	NA	4
beta-lactam	blaWUS	WUS family subclass B1 metallo-beta-lactamase	NF040860.1	blaWUS	NA	2
beta-lactam	blaYEM	YEM family subclass B2 metallo-beta-lactamase	NF038166.1	blaYEM	NA	5
beta-lactam	blaYRC	YRC family class C beta-lactamase	NF038089.1	blaYRC	NA	8
beta-lactam	blaZ	mecC-type penicillin-hydrolyzing class A beta-lactamase BlaZ	NF033140.0	blaZ	NA	5
beta-lactam	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	NF033139.1	blaZ	NA	335
beta-lactam	cblA	CblA family class A beta-lactamase	NF033098.1	NA	NA	34
beta-lactam	cepA	CepA family extended-spectrum class A beta-lactamase	NF033102.1	NA	NA	23
beta-lactam	cfiA	CfiA family subclass B1 metallo-beta-lactamase	NF000322.2	cfiA	NA	6
beta-lactam	cfxA	CfxA family broad-spectrum class A beta-lactamase	NF033100.1	NA	NA	134
beta-lactam	cphA	CphA family subclass B2 metallo-beta-lactamase	NF000329.2	NA	NA	550
beta-lactam	mec*	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase	NF000237.1	mec	NA	3
beta-lactam	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	NF000409.1	mecA	NA	245
beta-lactam	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA1	NF000410.1	mecA1	NA	101
beta-lactam	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA2	NF000408.1	mecA2	NA	4
beta-lactam	mecB	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecB	NF000406.1	mecB	NA	10
beta-lactam	mecC	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecC	NF000407.1	mecC	NA	4
beta-lactam	mecD	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecD	NF033378.1	mecD	NA	1
beta-lactam	varG	VarG family subclass B1-like metallo-beta-lactamase	NF033574.1	NA	NA	240
biocide	aceI	AceI family chlorhexidine efflux PACE transporter	NF033663.1	NA	NA	13
biocide	aceI	chlorhexidine efflux PACE transporter AceI	NBR006334	aceI	NA	545
biocide	bcrB	quaternary ammonium compound efflux SMR transporter BcrB	NF033469.1	bcrB	NA	6
biocide	bcrC	quaternary ammonium compound efflux SMR transporter BcrC	NF033470.1	bcrC	NA	5
biocide	dinF	MATE family efflux transporter DinF	NF007690.0	dinF	PRK10367	7284
biocide	ebrA	multidrug efflux SMR transporter subunit EbrA	NBR006347	ebrA	NA	52
biocide	ebrB	multidrug efflux SMR transporter subunit EbrB	NBR006346	ebrB	NA	67
biocide	emrE	quaternary ammonium compound efflux SMR transporter EmrE	NBR012247	emrE	NA	2
biocide	farA	fatty acid resistance MFS efflux transporter adaptor subunit FarA	NBR006006	farA	NA	164
biocide	farB	fatty acid resistance MFS efflux transporter permease subunit FarB	NBR006007	farB	NA	191
biocide	farE	fatty acid efflux MMPL transporter FarE	NBR010361	farE	NA	649
biocide	hsmR	multidrug efflux SMR transporter protein HsmR	NBR008238	hsmR	NA	4
biocide	kmrA	efflux MFS transporter KmrA	NBR006512	kmrA	NA	706
biocide	mdrM	multidrug efflux MFS transporter MdrM	NBR014718	mdrM	NA	166
biocide	mdrT	cholic acid efflux MFS transporter MdrT	NBR014711	mdrT	NA	126
biocide	opmH	efflux transporter outer membrane subunit OpmH	NBR006712	opmH	NA	183
biocide	qac*	Qac family quaternary ammonium compound efflux SMR transporter	NF033137.0	NA	NA	30
biocide	qac*	Qac-pB8 family quaternary ammonium compound efflux SMR transporter	NF000148.1	qac	NA	6
biocide	qac*	QacCGHJ group quaternary ammonium compound efflux SMR transporter	NF000384.1	qac	NA	32
biocide	qacA/B	QacA/B family quaternary ammonium compound efflux MFS transporter	NF000089.1	qac	NA	108
biocide	qacC	quaternary ammonium compound efflux SMR transporter QacC	NF000023.1	qacC	NA	25
biocide	qacE	quaternary ammonium compound efflux SMR transporter QacE	NBR007065	qacE	NA	14
biocide	qacE	quaternary ammonium compound efflux SMR transporter QacE	NF000276.2	qacE	NA	147
biocide	qacF/L	quaternary ammonium compound efflux SMR transporter QacL	NF000067.2	qac	NA	39
biocide	qacG	quaternary ammonium compound efflux SMR transporter QacG	NF000277.1	qacG	NA	21
biocide	qacG	quaternary ammonium compound efflux SMR transporter QacG2	NF000278.1	qacG2	NA	5
biocide	qacH	quaternary ammonium compound efflux SMR transporter QacH	NBR012192	qacH	NA	30
biocide	qacH	quaternary ammonium compound efflux SMR transporter QacH	NF000279.1	qacH	NA	11
biocide	qacJ	quaternary ammonium compound efflux SMR transporter QacJ	NF012170.0	qacJ	NA	7
biocide	qacK	quaternary ammonium compound efflux SMR transporter QacK	NF033136.1	qacK	NA	12
biocide	sepA	multidrug efflux transporter SepA	NBR005973	sepA	NA	95
biocide	smr	multidrug efflux SMR transporter Smr	NF000280.1	smr	NA	9
biocide	smvA	SmvA family efflux MFS transporter	NF011571.1	NA	PRK14995	444
biocide	smvA	methyl viologen efflux MFS transporter SmvA	NBR006371	smvA	NA	272
biocide	srpA	solvent efflux RND transporter periplasmic adaptor subunit SrpA	NBR006423	srpA	NA	26
biocide	srpB	solvent efflux RND transporter permease subunit SrpB	NBR006424	srpB	NA	34
biocide	srpC	solvent efflux RND transporter outer membrane subunit SrpC	NBR006425	srpC	NA	31
biocide	sugE	SugE family quaternary ammonium compound efflux SMR transporter	NBR014491	NA	NA	26
biocide	sugE	quaternary ammonium compound efflux SMR transporter SugE	NF008512.0	sugE	PRK11431	8109
biocide	sugE	quaternary ammonium compound efflux SMR transporter SugE1	NBR014707	sugE1	NA	32
biocide	sugE	quaternary ammonium compound efflux SMR transporter SugE2	NBR014709	sugE2	NA	38
biocide	triA	triclosan efflux RND transporter adaptor protein TriA	NBR006711	triA	NA	146
biocide	triB	triclosan efflux RND transporter adaptor protein TriB	NBR006450	triB	NA	133
biocide	triC	triclosan efflux RND transporter permease subunit TriC	NBR006449	triC	NA	225
biocide	ttgE	multidrug efflux RND transporter permease subunit TtgE	NBR008252	ttgE	NA	2
biocide	vcrM	sodium-coupled multidrug efflux MATE transporter VcrM	NBR006003	vcrM	NA	156
biocide	vmeG	efflux RND transporter periplasmic adaptor subunit VmeG	NBR006396	vmeG	NA	144
biocide	vmeH	efflux RND transporter periplasmic adaptor subunit VmeH	NBR006397	vmeH	NA	174
biocide	vmeI	efflux RND transporter permease subunit VmeI	NBR006395	vmeI	NA	596
biocide	vmrA	sodium-coupled multidrug efflux MATE transporter VmrA	NBR006324	vmrA	NA	310
bleomycin	ble*	BLMT family bleomycin binding protein	NF000005.4	ble	NA	16
bleomycin	ble*	bleomycin binding protein Ble-MBL	NF012202.0	ble	NA	29
bleomycin	bleO	bleomycin binding protein	NF000027.1	bleO	NA	64
bleomycin	blmB	bleomycin family antibiotic N-acetyltransferase BlmB	NF000483.1	blmB	NA	3
bleomycin	tlmA	phleomycin/bleomycin binding protein Ble-Sh	NF000489.1	ble-Sh	NA	4
bleomycin	zbmA	zorbamycin binding protein ZbmA	NF000479.1	zbmA	NA	1
colistin	almE	lipid A modification system glycine--protein ligase AlmE	NBR000499	almE	NA	323
colistin	almF	lipid A modification system glycine carrier protein AlmF	NBR000498	almF	NA	37
colistin	almG	glycine--lipid A transferase AlmG	NBR000175	almG	NA	197
colistin	arnA	bifunctional UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronic acid oxidase ArnA	NF005998.1	arnA	PRK08125	7947
colistin	arnB	UDP-4-amino-4-deoxy-L-arabinose aminotransferase	NF008658.2	arnB	PRK11658	6037
colistin	arnC	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	NF007986.1	arnC	PRK10714	3881
colistin	arnD	4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase	NF011923.2	arnD	PRK15394	5465
colistin	arnE	4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE	NF011625.2	arnE	PRK15051	2901
colistin	arnF	4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF	NF002816.2	arnF	PRK02971	4048
colistin	arnT	lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase	NF009784.2	arnT	PRK13279	9912
colistin	cprA	cationic peptide resistance protein CprA	NBR012951	cprA	NA	366
colistin	eptA	phosphoethanolamine transferase EptA	NF008619.0	eptA	PRK11598	5780
colistin	eptA	phosphoethanolamine--lipid A transferase EptA	NF007160.0	eptA	PRK09598	2527
colistin	eptB	kdo(2)-lipid A phosphoethanolamine 7''-transferase	NF008593.0	eptB	PRK11560	3924
colistin	eptC	lipid A/FlgG phosphoethanolamine transferase EptC	NBR007377	eptC	NA	325
colistin	lpxE	lipid A 1-phosphatase LpxE	NBR012013	lpxE	NA	282
colistin	lpxE	lipid A 1-phosphatase LpxE	NBR012014	lpxE	NA	95
colistin	lpxE	lipid A 1-phosphatase LpxE	NBR012015	lpxE	NA	7
colistin	lpxE	lipid A 1-phosphatase LpxE	NBR012016	lpxE	NA	53
colistin	lpxE	lipid A 1-phosphatase LpxE	NF007159.0	lpxE	PRK09597	1792
colistin	lpxF	lipid A 4'-phosphatase	NBR012617	lpxF	NA	30
colistin	lpxF	lipid A 4'-phosphatase	NBR012618	lpxF	NA	10
colistin	lpxF	lipid A 4'-phosphatase	NBR012655	lpxF	NA	602
colistin	lpxF	lipid A 4'-phosphatase LpxF	NF045633.1	lpxF	NA	43
colistin	mcr-1	MCR-1 family phosphoethanolamine--lipid A transferase	NF000465.1	NA	NA	28
colistin	mcr-10	MCR-10 family phosphoethanolamine--lipid A transferase	NF033862.2	NA	NA	9
colistin	mcr-2	MCR-2 family phosphoethanolamine--lipid A transferase	NF012159.0	NA	NA	1
